bankcardId,cardNumber,sortCode,bankAccountId,accountNumber,bank
"72491","5761663334828968","65-09-02","156176","73611989","HSBC Bank"
"72494","0686554263219943","34-73-93","156179","62961184","Nationwide Building Society"
"72495","5221724382718859","32-10-40","156180","39276879","Bank of Scotland"
"72495","5221724382718859","32-10-40","156180","39276879","Bank of Scotland"
"72498","2312631646791372","34-36-51","156183","83353617","HSBC Bank"
"72508","3343829255155213","23-94-32","156193","21148234","Clydesdale Bank"
"72517","3327414758618922","38-83-22","156202","84912442","Bank of Scotland"
"72521","3748346933421212","14-60-64","156206","03735114","Bank of Scotland"
"72534","3767957212899964","26-11-62","156219","21872314","Citibank International"
"72540","9599247346392357","53-72-23","156225","82657322","Nationwide Building Society"
"72568","4848641677844217","08-65-64","156253","71878414","Santander UK"
"72572","6887997975836237","36-13-78","156257","46621391","Santander UK"
"72577","3671163653134596","72-03-32","156262","03639725","Citibank International"
"72579","4943355894824659","55-30-62","156264","76518685","Lloyds Bank and TSB"
"72596","2569386565211396","14-59-59","156281","11781736","National Westminster Bank"
"72603","3543764188814383","16-46-91","156288","15719292","Lloyds Bank and TSB"
"72616","2132454484149787","50-06-30","156301","61799314","The Royal Bank of Scotland"
"72621","5959137139774758","22-57-43","156306","71493443","Lloyds Bank and TSB"
"72624","3848189966695516","40-98-89","156309","82893141","Nationwide Building Society"
"72638","4584431875166963","30-47-36","156323","44283647","Bank of Scotland"
"72647","8965215235539934","08-95-15","156332","21797163","Citibank International"
"72650","5931711844952496","01-73-68","156335","11859712","Barclays Bank"
"72659","3924617846656531","05-63-45","156344","06151628","National Westminster Bank"
"72664","2367166296521587","20-07-65","156349","53583592","The Royal Bank of Scotland"
"72667","3978162263748566","45-83-09","156352","94559556","Barclays Bank"
"72671","2748365373849614","45-09-49","156356","87129587","The Royal Bank of Scotland"
"72674","5137959951748879","58-71-44","156359","03261241","Nationwide Building Society"
"72680","0516639653962136","25-26-06","156365","48952931","Citibank International"
"72691","9159614742565637","52-69-64","156376","68744426","Barclays Bank"
"72692","1955149447767781","23-97-11","156377","14823764","HSBC Bank"
"72694","5571561696199543","38-38-29","156379","48619279","Nationwide Building Society"
"72696","3646629936718555","11-91-39","156381","97216185","Nationwide Building Society"
"72705","1742443626971688","37-80-45","156390","61614536","National Westminster Bank"
"72714","5359222268789169","42-78-01","156399","16919891","Clydesdale Bank"
"72717","7981398444395158","32-11-26","156402","73278373","The Co-operative Bank"
"72733","5844767717484411","10-43-09","156418","67375321","Santander UK"
"72735","6755589821624434","23-25-93","156420","27712398","Nationwide Building Society"
"72741","1974952529831585","64-02-09","156426","79786131","Bank of Scotland"
"72747","8566538249586312","62-44-87","156432","56984411","Bank of England"
"72752","1547171933848657","18-95-13","156437","23994511","Clydesdale Bank"
"72768","7635721865264427","52-40-00","156453","45275113","Clydesdale Bank"
"72772","1366871353967765","37-74-30","156457","65548316","Bank of England"
"72783","5583141377975386","28-12-22","156468","81894467","Citibank International"
"72784","2965748149652432","10-62-33","156469","35969914","HSBC Bank"
"72785","4464112281987485","27-04-70","156470","79968414","Santander UK"
"72806","7496144447974433","56-34-12","156491","72924463","Citibank International"
"72809","5862147184668423","21-87-62","156494","34198465","Citibank International"
"72827","6956796336328843","28-00-81","156512","21137876","HSBC Bank"
"72829","1149612353222193","49-05-05","156514","31652277","Bank of Scotland"
"72840","0536745493777535","23-80-08","156525","68157616","Santander UK"
"72842","3234643298356195","30-75-54","156527","24784228","Bank of England"
"72848","4281882696715928","35-64-53","156533","14466795","HSBC Bank"
"72858","5467495782398129","40-40-81","156543","48773626","Clydesdale Bank"
"72864","1561961536124735","30-09-20","156549","27255251","Nationwide Building Society"
"72871","7887749984484741","37-83-95","156556","69734882","Citibank International"
"72873","1887859571684329","29-61-23","156558","43482838","Santander UK"
"72874","5674772537258142","42-81-85","156559","37756245","Santander UK"
"72876","6892175621843398","21-78-52","156561","56869644","Bank of Scotland"
"72879","3147239187593537","24-70-05","156564","15478391","Clydesdale Bank"
"72892","3235551299897916","59-29-00","156577","32773749","Citibank International"
"72897","2261823539599177","51-52-14","156582","24849961","Bank of Scotland"
"72898","1188776176644423","16-07-52","156583","54258565","Barclays Bank"
"72920","5729967536212283","17-57-53","156605","52383487","National Westminster Bank"
"72937","8566873694553153","64-52-60","156622","72467827","Clydesdale Bank"
"72941","1823172589543476","28-16-69","156626","64346112","Bank of Scotland"
"72945","9531659639678661","13-23-23","156630","39842276","HSBC Bank"
"72959","7774162999589738","15-94-51","156644","21658461","Bank of Scotland"
"72965","5216799391338585","15-07-34","156650","15622667","Santander UK"
"72975","1816446121536822","01-32-90","156660","21899349","Citibank International"
"72976","2884395588488141","56-07-15","156661","44691288","The Co-operative Bank"
"72983","6697486968351934","72-47-72","156668","99598918","Bank of Scotland"
"72987","1766754495734515","38-06-82","156672","38755541","Bank of Scotland"
"73004","4445911868388974","31-37-95","156689","49676422","Bank of Scotland"
"73007","4319924859725789","48-20-96","156692","23527156","The Co-operative Bank"
"73035","6763561715249546","13-74-12","156720","46445334","Nationwide Building Society"
"73037","4252794411722948","25-21-09","156722","53153191","Santander UK"
"73049","2672135654465879","63-47-07","156734","62737821","HSBC Bank"
"73067","0538924673859268","39-19-47","156752","87863722","The Co-operative Bank"
"73071","6795666183258541","51-37-60","156756","85358767","Bank of England"
"73072","9677687369819479","38-20-09","156757","31749685","Citibank International"
"73095","7541299961219448","32-38-42","156780","29711332","Nationwide Building Society"
"73111","8135275674644927","15-13-90","156796","62383964","Bank of Scotland"
"73142","2495246545748322","14-32-25","156827","65774557","Bank of Scotland"
"73146","7833346972564594","65-89-00","156831","61746577","HSBC Bank"
"73164","2757114355292254","12-62-92","156849","51366969","National Westminster Bank"
"73175","1272952116612813","15-25-75","156860","83631388","Bank of Scotland"
"73181","1677248951853596","58-52-58","156866","69312154","The Royal Bank of Scotland"
"73187","9343541265155714","13-92-94","156872","58617586","HSBC Bank"
"73198","2827867416663652","41-28-00","156883","77546859","Santander UK"
"73205","4549433367211735","61-80-27","156890","25314555","Citibank International"
"73209","4929191841372933","01-94-67","156894","09329969","Lloyds Bank and TSB"
"73215","4629863392326295","22-30-44","156900","74626195","Nationwide Building Society"
"73220","9493162393319239","60-63-92","156905","19747787","Barclays Bank"
"73243","5684281743171811","48-20-17","156928","18956991","Lloyds Bank and TSB"
"73248","7646287399268873","16-38-63","156933","71727688","Barclays Bank"
"73249","7562351843575487","45-25-45","156934","82474765","Lloyds Bank and TSB"
"73253","0749696767898148","08-84-68","156938","43482196","Barclays Bank"
"73254","7564612637259467","62-41-30","156939","11592883","Lloyds Bank and TSB"
"73256","8656723163899856","28-00-30","156941","29863742","National Westminster Bank"
"73267","2741717982237971","77-39-61","156952","31228939","Bank of Scotland"
"73288","7111777962195116","38-03-30","156973","97985735","Citibank International"
"73294","5829878459617146","54-86-62","156979","68238699","The Royal Bank of Scotland"
"73295","5165163136266483","53-33-59","156980","81462885","Citibank International"
"73315","0868257177582638","41-19-08","157000","89661448","The Co-operative Bank"
"73316","4319256432222941","23-47-06","157001","68795219","Lloyds Bank and TSB"
"73325","4747872881282324","14-48-61","157010","88277246","National Westminster Bank"
"73327","9893791627594359","43-00-40","157012","45767235","Lloyds Bank and TSB"
"73330","2283357418171772","46-96-26","157015","73494936","National Westminster Bank"
"73334","4888149728862535","53-64-49","157019","23531617","The Co-operative Bank"
"73338","5153226334768831","07-40-12","157023","02598188","Bank of England"
"73344","9391964287729351","45-93-14","157029","54239249","The Co-operative Bank"
"73348","6757381121467664","25-26-92","157033","49289852","Santander UK"
"73358","2777772867776959","24-18-12","157043","97713226","Clydesdale Bank"
"73372","8262618545812181","07-40-90","157057","89749717","Citibank International"
"73378","1625123619456385","44-14-34","157063","38762144","Citibank International"
"73385","8517682527796788","37-28-32","157070","93443245","Nationwide Building Society"
"73389","8716832949111973","60-45-08","157074","66127482","Citibank International"
"73394","5672764936467811","18-13-91","157079","04724887","Nationwide Building Society"
"73397","4498347288974561","15-17-69","157082","63734633","Barclays Bank"
"73402","5441464389235885","34-71-71","157087","15323674","Bank of England"
"73404","2157471751764633","17-39-97","157089","65842226","Barclays Bank"
"73418","3982879852377426","21-78-64","157103","82213281","The Royal Bank of Scotland"
"73420","7864576296217242","43-60-58","157105","88239376","Lloyds Bank and TSB"
"73442","4837952137587694","31-63-22","157127","32829139","HSBC Bank"
"73469","7337971678443768","20-01-29","157154","21294993","The Royal Bank of Scotland"
"73470","8414423795282924","60-20-62","157155","27729746","Bank of Scotland"
"73508","6344622142513635","17-64-47","157193","58627268","Barclays Bank"
"73522","1861669277456726","17-13-22","157207","55789483","The Co-operative Bank"
"73523","0556594438791685","18-25-78","157208","53166568","Clydesdale Bank"
"73532","7169353455223354","53-71-92","157217","59863557","Bank of Scotland"
"73542","6158841886814979","54-53-93","157227","22588149","HSBC Bank"
"73545","3511955183799266","08-72-78","157230","14742981","Citibank International"
"73547","3963214492485652","54-86-01","157232","96487791","Barclays Bank"
"73549","5971463795772979","77-80-28","157234","26413557","The Royal Bank of Scotland"
"73570","5112954314366526","43-92-27","157255","67113154","Clydesdale Bank"
"73587","8154573752482927","63-03-02","157272","51935296","The Co-operative Bank"
"73597","1356445922177858","51-86-94","157282","02837569","Citibank International"
"73599","6187473296999798","22-51-57","157284","44455135","Clydesdale Bank"
"73602","1667566763225651","61-10-01","157287","03765779","The Royal Bank of Scotland"
"73608","4932616281723871","58-65-05","157293","75693628","Lloyds Bank and TSB"
"73614","7252938931739136","25-79-80","157299","67656342","National Westminster Bank"
"73620","5881958131162984","05-76-54","157305","52486587","Santander UK"
"73621","7112972258631431","35-46-11","157306","34998721","Nationwide Building Society"
"73623","2191656482772659","48-31-78","157308","05411439","The Co-operative Bank"
"73625","1398497212839234","36-35-50","157310","74889317","Nationwide Building Society"
"73627","1581662327152566","62-90-40","157312","59693682","Nationwide Building Society"
"73642","1588734997693934","08-18-63","157327","43919934","Bank of England"
"73646","7263497785325521","18-89-11","157331","74369717","HSBC Bank"
"73648","5554617188382814","15-32-90","157333","33633834","Clydesdale Bank"
"73649","6361497328133474","50-27-85","157334","89935718","Clydesdale Bank"
"73650","6817118257573525","20-76-51","157335","63329187","The Royal Bank of Scotland"
"73659","3142726429359537","50-89-11","157344","89747771","Nationwide Building Society"
"73668","1268857544753393","39-59-39","157353","25452184","Clydesdale Bank"
"73673","2262181566629673","31-70-66","157358","32579372","Barclays Bank"
"73677","4777447162351371","38-80-56","157362","25779868","Barclays Bank"
"73695","7645812593974196","33-81-09","157380","29258956","The Royal Bank of Scotland"
"73696","7836275432679394","64-28-04","157381","05982321","Bank of Scotland"
"73699","4774399536274784","26-82-10","157384","66576895","Clydesdale Bank"
"73706","6383837849315566","66-71-92","157391","53468544","Barclays Bank"
"73714","5449145392943754","41-49-71","157399","24396571","Nationwide Building Society"
"73715","5632156939947914","58-79-44","157400","99466784","Bank of Scotland"
"73717","0782724967137814","20-56-34","157402","23261185","Bank of England"
"73723","5583515338569944","35-56-34","157408","12744564","The Royal Bank of Scotland"
"73731","4676975784241988","43-04-36","157416","14617861","Bank of England"
"73743","3891373315686389","30-50-99","157428","82836921","Citibank International"
"73747","6257845384149782","34-78-41","157432","81641151","Santander UK"
"73758","0448862296455951","46-26-08","157443","27899766","Bank of England"
"73767","0188641565293135","13-67-64","157452","38439274","The Royal Bank of Scotland"
"73773","0498299282642834","30-60-97","157458","81123683","The Royal Bank of Scotland"
"73781","2222538247154912","63-91-79","157466","15358281","The Co-operative Bank"
"73783","8279347425748773","05-15-25","157468","91411535","Citibank International"
"73786","0842946186486629","41-10-29","157471","51254335","The Royal Bank of Scotland"
"73793","4433789151392137","43-38-02","157478","73294937","National Westminster Bank"
"73796","2423574333224566","28-27-97","157481","31413888","Nationwide Building Society"
"73803","3134938241977582","66-80-22","157488","22541695","Nationwide Building Society"
"73806","1818829459265243","26-08-77","157491","52186347","The Co-operative Bank"
"73807","3896569477912628","32-89-15","157492","53784132","National Westminster Bank"
"73820","7683661771118436","63-74-56","157505","02642924","Santander UK"
"73821","9599822535173883","32-64-19","157506","18348595","The Royal Bank of Scotland"
"73825","4328862841746336","50-81-69","157510","92133997","Citibank International"
"73834","2125622563781364","49-65-17","157519","61349868","Citibank International"
"73836","1177777654997266","36-65-06","157521","47975461","Bank of Scotland"
"73850","0433117686639462","08-28-39","157535","46289594","Santander UK"
"73871","6284491699445774","24-85-85","157556","12561168","Nationwide Building Society"
"73896","4585889943397361","48-33-22","157581","76247881","Barclays Bank"
"73902","5889439573492921","40-23-72","157587","52237427","Lloyds Bank and TSB"
"73906","0149977735143812","52-51-33","157591","57543947","Santander UK"
"73911","4284357764912319","56-52-62","157596","04831192","The Royal Bank of Scotland"
"73915","3172816763751536","65-27-19","157600","15968637","Santander UK"
"73918","3865199612251147","34-14-98","157603","95938511","The Royal Bank of Scotland"
"73934","8241788262933196","10-00-18","157619","75441978","Lloyds Bank and TSB"
"73936","5418873752392877","20-74-76","157621","44828875","Bank of Scotland"
"73939","5572938845734183","05-24-77","157624","08956841","Nationwide Building Society"
"73942","7777988232328615","52-32-65","157627","25427718","HSBC Bank"
"73945","9697241739766178","64-26-40","157630","97828435","Nationwide Building Society"
"73951","7472687126278982","14-90-71","157636","64334283","Bank of Scotland"
"73963","1628876287768628","10-42-14","157648","64516495","HSBC Bank"
"73964","5444148741317149","65-52-44","157649","65971517","Clydesdale Bank"
"73966","2439949245941542","58-46-50","157651","47531827","Lloyds Bank and TSB"
"73968","4518434917889216","51-41-94","157653","73733677","Citibank International"
"73969","5497466713389973","28-07-32","157654","44377251","The Royal Bank of Scotland"
"73980","4268328936734543","31-97-43","157665","49143926","National Westminster Bank"
"73987","9923549497259942","62-45-32","157672","24492979","Barclays Bank"
"73989","7194955324933611","25-00-26","157674","58847325","Santander UK"
"73992","7611276849557531","33-43-45","157677","89383354","Santander UK"
"73996","1348351541876297","51-40-66","157681","12622541","Bank of England"
"74001","2572325177922184","42-42-61","157686","16778137","Lloyds Bank and TSB"
"74004","7723934526829566","22-80-87","157689","33545412","Citibank International"
"74014","2966812575715537","31-46-85","157699","07224121","Nationwide Building Society"
"74015","2391312825993298","47-15-84","157700","26178357","The Co-operative Bank"
"74024","3735895627386387","49-42-48","157709","72586331","Nationwide Building Society"
"74026","0148565239426631","22-54-98","157711","27739762","The Royal Bank of Scotland"
"74028","5358126358167678","48-25-31","157713","08488238","Nationwide Building Society"
"74033","0423251399955517","27-08-78","157718","88592198","Nationwide Building Society"
"74035","0865932113177811","37-95-40","157720","68432122","The Co-operative Bank"
"74037","6885314647161816","54-98-71","157722","59145923","Lloyds Bank and TSB"
"74038","5975817369157967","45-46-00","157723","19643325","Lloyds Bank and TSB"
"74050","4932795617559887","20-27-67","157735","07424725","Bank of England"
"74051","6376799217995212","52-44-84","157736","22493589","The Co-operative Bank"
"74065","0285816921288273","08-94-38","157750","68352765","HSBC Bank"
"74074","8715378179717841","15-73-67","157759","85986634","Barclays Bank"
"74077","7362379825462785","14-96-98","157762","09397829","National Westminster Bank"
"74086","8337949339351543","14-29-69","157771","19521255","Lloyds Bank and TSB"
"74094","9757833394178752","24-24-30","157779","27519554","HSBC Bank"
"74095","3789157812988255","15-39-94","157780","31291487","Bank of England"
"74106","3941739223161847","50-31-57","157791","98359673","Clydesdale Bank"
"74113","6314578736811532","52-33-55","157798","22874586","Santander UK"
"74119","8961661444648844","37-18-75","157804","82567562","Clydesdale Bank"
"74123","3928279299981755","10-27-89","157808","95846372","Citibank International"
"74132","5481619872371762","50-12-60","157817","25712362","HSBC Bank"
"74142","4879685694831798","11-92-32","157827","91229411","Nationwide Building Society"
"74152","8989261298448781","10-52-40","157837","78645735","The Royal Bank of Scotland"
"74155","8755513898365297","17-00-14","157840","05312984","Nationwide Building Society"
"74157","8923918643311682","47-09-12","157842","03168468","Citibank International"
"74170","4941774232875719","46-31-58","157855","22383745","The Royal Bank of Scotland"
"74175","0478595515579922","42-03-28","157860","77894685","Barclays Bank"
"74185","6668249897933879","77-88-05","157870","69956155","Bank of Scotland"
"74192","9628694391166593","34-47-03","157877","32651937","Bank of Scotland"
"74199","4581289345793966","18-01-37","157884","99979439","Lloyds Bank and TSB"
"74200","7559961943737775","55-06-39","157885","31241346","HSBC Bank"
"74217","7125649843142211","62-15-76","157902","97166943","Santander UK"
"74241","1363512213816273","77-62-67","157926","39777437","The Co-operative Bank"
"74243","6779813597162935","08-96-26","157928","92854955","Bank of Scotland"
"74250","9469884877527181","47-85-30","157935","51283197","Clydesdale Bank"
"74260","7331987295276763","47-10-92","157945","03465293","Citibank International"
"74275","0797649652437755","35-58-68","157960","06872127","Barclays Bank"
"74294","7926855152276363","36-34-71","157979","23377888","Barclays Bank"
"74295","3981416866266932","41-42-81","157980","55741257","Bank of Scotland"
"74302","8342287767234776","07-42-73","157987","29372156","HSBC Bank"
"74303","8189958782834938","32-79-89","157988","81795471","The Co-operative Bank"
"74316","9437571689488224","36-50-22","158001","34213519","National Westminster Bank"
"74318","6844222368676176","13-21-65","158003","99329765","The Royal Bank of Scotland"
"74328","5336444268582429","23-46-58","158013","71848432","Santander UK"
"74330","7774726316496368","32-08-30","158015","79135381","Clydesdale Bank"
"74347","4623615936887565","48-02-72","158032","76526867","Citibank International"
"74369","7357343371796261","05-13-10","158054","56827388","Bank of England"
"74370","2543651497531845","34-55-76","158055","47228497","Clydesdale Bank"
"74371","0686462519399182","40-56-72","158056","35751744","Santander UK"
"74388","4424249916522564","45-88-67","158073","63851339","National Westminster Bank"
"74389","3376213514441612","56-17-38","158074","12644957","The Royal Bank of Scotland"
"74402","5391422326476687","65-76-24","158087","42971715","Clydesdale Bank"
"74406","3366962991374441","64-70-49","158091","14939567","Barclays Bank"
"74436","2512196585844966","43-19-10","158121","74197196","Barclays Bank"
"74438","4384653354394685","52-18-14","158123","56151888","Nationwide Building Society"
"74439","8316135334419916","64-28-16","158124","98232841","The Co-operative Bank"
"74451","3472988431897867","29-43-12","158136","44611325","HSBC Bank"
"74461","0576823923537861","51-81-75","158146","61386114","The Co-operative Bank"
"74462","7965949769957392","39-44-38","158147","64985871","Santander UK"
"74463","2415521846746935","52-49-27","158148","09746765","Bank of England"
"74467","1173437991526952","46-66-55","158152","18857939","Bank of Scotland"
"74472","9847784687937714","50-55-55","158157","24838919","HSBC Bank"
"74475","0725493574122144","49-36-30","158160","96556422","National Westminster Bank"
"74476","9329996456979694","77-18-29","158161","09428638","Santander UK"
"74519","5328113389136349","77-89-04","158204","46587383","The Co-operative Bank"
"74520","8629581811139332","45-18-29","158205","61251889","National Westminster Bank"
"74521","2714751367317377","36-83-79","158206","96466491","Bank of England"
"74527","8489635855837778","72-03-75","158212","01241883","Lloyds Bank and TSB"
"74531","5421817252532649","77-33-51","158216","72795498","Nationwide Building Society"
"74534","3561663454553461","25-69-61","158219","75429623","Santander UK"
"74553","6547398861486629","25-88-60","158238","74137151","National Westminster Bank"
"74559","0315194383282297","39-16-16","158244","09685846","National Westminster Bank"
"74564","1784383293912446","13-18-60","158249","35418147","Nationwide Building Society"
"74565","3811364861998523","49-50-23","158250","72776954","Citibank International"
"74566","7358176829634174","31-50-92","158251","77324439","Bank of England"
"74572","1691552217293314","65-56-76","158257","16178524","Bank of Scotland"
"74574","8362579732487819","46-30-36","158259","41517543","The Royal Bank of Scotland"
"74588","9813318825957265","15-60-99","158273","16877344","Bank of Scotland"
"74592","3263771131274468","55-59-83","158277","52114265","Lloyds Bank and TSB"
"74600","3841136425657199","11-73-81","158285","98396221","HSBC Bank"
"74602","7583531795685466","01-06-27","158287","31882535","HSBC Bank"
"74624","7921226817854826","44-55-80","158309","64616319","Bank of Scotland"
"74626","1696839278683836","41-88-99","158311","78819171","Clydesdale Bank"
"74639","6334925864665531","49-83-75","158324","12365947","Clydesdale Bank"
"74642","0834572325623295","25-68-04","158327","34589974","National Westminster Bank"
"74645","4223744866826143","23-07-59","158330","37837984","Clydesdale Bank"
"74681","5249327855976861","55-54-18","158366","81545116","Nationwide Building Society"
"74684","4736244853731136","54-43-52","158369","53166384","HSBC Bank"
"74714","5948484865623374","53-23-73","158399","63974596","The Royal Bank of Scotland"
"74724","9421426697695354","37-86-02","158409","22115665","Bank of England"
"74725","5728149282265778","11-04-96","158410","01399315","Clydesdale Bank"
"74729","0467523998345794","55-12-91","158414","17537578","Barclays Bank"
"74740","2336663623446175","08-78-71","158425","95774432","Bank of Scotland"
"74746","5689283798746491","12-65-99","158431","41524962","Santander UK"
"75874","2751753986949117","55-05-51","159559","05247727","Bank of Scotland"
"75877","8993816671964548","38-19-27","159562","04287452","National Westminster Bank"
"75889","8915546177134435","34-70-98","159574","85211265","The Royal Bank of Scotland"
"75901","6316121395981988","25-07-99","159586","83291885","The Co-operative Bank"
"75907","8528233667575468","44-71-32","159592","22426716","The Co-operative Bank"
"75909","2948542835171216","33-72-23","159594","54774818","HSBC Bank"
"75911","6644327783416934","51-13-89","159596","55129831","HSBC Bank"
"75926","4484792418355545","07-21-01","159611","62415411","Bank of Scotland"
"75935","8381454749944433","49-16-25","159620","45836586","Bank of England"
"75937","0295791237915169","25-35-95","159622","27923265","The Royal Bank of Scotland"
"75939","5331195845443649","31-56-40","159624","65443385","The Co-operative Bank"
"75941","6996548625721923","41-94-02","159626","85234115","Clydesdale Bank"
"75953","3661872744313247","77-13-93","159638","52674935","Bank of Scotland"
"75957","9882534542693447","46-32-20","159642","07722445","Nationwide Building Society"
"75966","9669977824753911","13-70-82","159651","94638147","Nationwide Building Society"
"75991","2128914529733446","45-25-88","159676","21461821","The Royal Bank of Scotland"
"76002","2259866599758978","64-21-39","159687","67756521","Barclays Bank"
"76014","5421731422848386","35-88-55","159699","66629612","National Westminster Bank"
"76023","4173862714564685","64-51-27","159708","34278235","Lloyds Bank and TSB"
"76024","5711923469488473","56-66-19","159709","52614649","HSBC Bank"
"76030","5979174788313931","17-49-32","159715","63291898","HSBC Bank"
"76033","1321138289992794","18-33-80","159718","13577192","Bank of England"
"76036","7352781571578988","61-13-48","159721","74759692","Bank of England"
"76039","6829791667436426","77-18-60","159724","13685953","Bank of Scotland"
"76047","0799681618215959","08-67-85","159732","36714655","The Royal Bank of Scotland"
"76050","1283483199824671","36-11-27","159735","16581929","National Westminster Bank"
"76058","6625159186591756","41-05-67","159743","77543335","Bank of England"
"76064","3958188822266798","01-76-71","159749","59481544","The Co-operative Bank"
"76081","4574875369138335","41-81-03","159766","16792962","Nationwide Building Society"
"76086","1138637484881819","59-20-65","159771","64829658","Santander UK"
"76096","4222591549123756","15-20-71","159781","24132923","HSBC Bank"
"76111","2869311824697682","48-32-56","159796","58499118","Clydesdale Bank"
"76131","7238699159758639","65-21-15","159816","93769421","Bank of England"
"76140","0268337548466971","32-40-72","159825","77591277","National Westminster Bank"
"76151","9581215783567573","42-44-89","159836","48792215","Citibank International"
"76160","8188512467937556","47-75-18","159845","84384439","National Westminster Bank"
"76161","9133711854276879","57-63-51","159846","34422231","Santander UK"
"76168","7849782267282253","52-57-50","159853","88784593","Barclays Bank"
"76171","9247738783732438","31-28-50","159856","35976572","Santander UK"
"76180","6394746217469744","39-00-37","159865","61356735","Bank of Scotland"
"76185","5175794651366822","17-50-29","159870","76571921","HSBC Bank"
"76193","3576431495394935","01-89-85","159878","35366277","Barclays Bank"
"76196","0887661571955246","15-68-36","159881","89677458","Lloyds Bank and TSB"
"76202","0652525489338671","29-33-91","159887","58519659","The Co-operative Bank"
"76207","9492476971221865","21-58-61","159892","92866363","Nationwide Building Society"
"76208","6215653591463662","48-07-33","159893","09211873","Nationwide Building Society"
"76212","0891711993142331","45-93-50","159897","84758788","Nationwide Building Society"
"76218","0378832278332561","23-33-87","159903","06398219","Citibank International"
"76224","2479696778171847","25-46-09","159909","59226959","Nationwide Building Society"
"76225","3758941998977314","33-26-26","159910","26326547","Barclays Bank"
"76234","2614959551533912","26-96-49","159919","43595612","Bank of Scotland"
"76237","0147586634659413","17-30-33","159922","55239983","HSBC Bank"
"76243","7569812326861897","16-59-68","159928","96111269","National Westminster Bank"
"76246","2929458582966689","39-08-07","159931","26973255","Bank of Scotland"
"76249","2637443425991859","59-06-91","159934","29239546","Lloyds Bank and TSB"
"76255","6642819935776175","30-89-46","159940","46966663","The Co-operative Bank"
"76271","7216798983826785","22-92-33","159956","33427217","Santander UK"
"76273","2575896145111211","54-29-26","159958","08636161","The Royal Bank of Scotland"
"76275","6417871868158487","59-20-19","159960","02173188","Bank of England"
"76276","7375112288715889","55-76-44","159961","48581241","Bank of England"
"76280","5988876329321783","65-75-56","159965","81175116","Nationwide Building Society"
"76287","0323738675878785","47-01-22","159972","62129379","Clydesdale Bank"
"76297","9344159495452197","27-54-79","159982","33192241","Nationwide Building Society"
"76306","3346988129329494","53-83-36","159991","86394819","Barclays Bank"
"76311","3377882579845957","23-46-20","159996","24616797","Santander UK"
"76312","6299885238657589","36-02-18","159997","41498176","Clydesdale Bank"
"76314","7587557856885525","31-81-65","159999","37795543","Nationwide Building Society"
"76324","3558571794157547","55-26-76","160009","92671518","Santander UK"
"76326","9823733682251493","38-92-48","160011","31823636","National Westminster Bank"
"76345","5753511827998136","07-46-52","160030","49813269","Lloyds Bank and TSB"
"76347","0922555564467725","50-02-95","160032","33915141","Barclays Bank"
"76351","8748733425468726","65-43-30","160036","09297478","Santander UK"
"76353","1562271872281464","29-76-73","160038","32229242","HSBC Bank"
"76354","3174324115525292","33-14-92","160039","28832687","National Westminster Bank"
"76358","8324514513197686","50-75-49","160043","29383432","The Co-operative Bank"
"76364","1155869588266443","42-98-11","160049","12929472","National Westminster Bank"
"76367","3618347662737285","26-05-89","160052","44238262","Bank of Scotland"
"76371","8592157617172892","05-49-29","160056","16456565","Lloyds Bank and TSB"
"76384","3626692977854898","18-37-66","160069","08244432","Barclays Bank"
"76386","4422311326714481","59-40-27","160071","47881439","Lloyds Bank and TSB"
"76390","4177948348881995","26-50-22","160075","34776542","Lloyds Bank and TSB"
"76392","1213566289389783","57-22-95","160077","17476686","Santander UK"
"76394","6396855345524868","13-78-08","160079","79751169","Nationwide Building Society"
"76396","6657865357663256","37-53-84","160081","22646859","Citibank International"
"76397","8615319256261377","33-32-84","160082","95746851","The Royal Bank of Scotland"
"76398","7461128256717935","35-26-57","160083","68569373","Bank of Scotland"
"76399","2451627636718589","52-81-80","160084","64745282","HSBC Bank"
"76400","6415177257627165","53-60-03","160085","15353386","Barclays Bank"
"76401","4468723665337865","18-28-18","160086","56582262","Citibank International"
"76402","0681831553764253","08-58-36","160087","95345467","Nationwide Building Society"
"76406","1459816268117232","11-57-49","160091","03373758","The Co-operative Bank"
"76410","7143958459676695","23-73-55","160095","28376727","Citibank International"
"76412","4283216289151186","45-43-06","160097","29314416","National Westminster Bank"
"76413","3213853145231288","39-85-32","160098","01665967","Santander UK"
"76415","6457595414258529","49-54-93","160100","33356197","National Westminster Bank"
"76424","6697215597729757","63-98-51","160109","03986725","Lloyds Bank and TSB"
"76425","4464981144173763","61-96-82","160110","98534661","Citibank International"
"76433","2657895893236238","21-57-73","160118","86773249","National Westminster Bank"
"76438","8838517195456515","57-47-84","160123","64319598","Bank of England"
"76441","5764515674198867","36-01-89","160126","81949824","Citibank International"
"76443","1156496544858387","16-07-92","160128","48345749","Lloyds Bank and TSB"
"76444","6447655838934762","11-50-40","160129","95676566","The Royal Bank of Scotland"
"76447","0574265348658522","37-31-99","160132","45531899","Nationwide Building Society"
"76449","8864353833457514","61-50-63","160134","08378137","Lloyds Bank and TSB"
"76457","6651549588637186","41-20-94","160142","98377756","Barclays Bank"
"76460","2938462741824859","53-12-48","160145","19459156","The Royal Bank of Scotland"
"76461","8962884976995945","59-29-04","160146","14898299","HSBC Bank"
